Last	First	HOF	From	To	Position1	Position	Position2	Ht	Wt	Month	Day	Year	Country	DaysBefore
Schaefer	Nolan	N	2006	2006	G	G	NA	74	195	January	15	1980	Canada	0
Menard	Hillary	N	1954	1954	LW	F	NA	68	165	January	15	1934	Canada	0
Bethel	John	N	1980	1980	LW	F	NA	71	185	January	15	1957	Canada	0
Handy	Ron	N	1985	1988	LW	F	NA	71	175	January	15	1963	Canada	0
Belanger	Francis	N	2001	2001	LW	F	NA	75	228	January	15	1978	Canada	0
Korolyuk	Alexander	N	1998	2004	LW	F	NA	69	190	January	15	1976	Russia	0
Severson	Cam	N	2003	2006	LW	F	NA	73	215	January	15	1978	Canada	0
Brule	Steve	N	2003	2003	RW	F	NA	73	200	January	15	1975	Canada	0
Suglobov	Alexander	N	2004	2007	RW	F	NA	73	200	January	15	1982	Russia	0
McReavy	Pat	N	1939	1942	C	F	NA	71	165	January	16	1918	Canada	0
Angotti	Lou	N	1965	1974	C	F	RW	69	170	January	16	1938	Canada	0
Boyko	Darren	N	1989	1989	C	F	NA	69	169	January	16	1964	Canada	0
Lundmark	Jamie	N	2003	2009	C	F	NA	73	200	January	16	1981	Canada	0
Nokelainen	Petteri	N	2006	2009	C	F	NA	73	195	January	16	1986	Finland	0
Kleinendorst	Scot	N	1983	1990	D	D	NA	75	215	January	16	1960	USA	0
Rohloff	Todd	N	2002	2004	D	D	NA	75	213	January	16	1974	USA	0
Sauer	Kurt	N	2003	2009	D	D	NA	76	220	January	16	1981	USA	0
Drouin	Polly	N	1935	1941	LW	F	NA	67	160	January	16	1916	Canada	0
Sorrell	John	N	1931	1941	LW	F	NA	71	155	January	16	1906	Canada	0
Kilrea	Ken	N	1939	1944	LW	F	NA	73	170	January	16	1919	Canada	0
Burns	Gary	N	1981	1981	LW	F	C	73	190	January	16	1955	USA	0
Goneau	Daniel	N	1997	2000	LW	F	NA	73	195	January	16	1976	Canada	0
Morrow	Brenden	N	2000	2009	LW	F	NA	71	205	January	16	1979	Canada	0
Leach	Stephen	N	1986	2000	RW	F	NA	71	197	January	16	1966	USA	0
Marjamaki	Masi	N	2006	2006	RW	F	NA	74	184	January	16	1985	Finland	0
Ward	Jason	N	2000	2009	RW	F	NA	74	208	January	16	1979	Canada	0
Conroy	Al	N	1992	1994	C	F	NA	68	170	January	17	1966	Canada	0
Hughes	Ryan	N	1996	1996	C	F	NA	74	196	January	17	1972	Canada	0
Plante	Derek	N	1994	2001	C	F	NA	71	181	January	17	1971	USA	0
Kraft	Milan	N	2001	2004	C	F	NA	76	212	January	17	1980	Czech Republic	0
Roenick	Jeremy	N	1989	2009	C	F	NA	73	205	January	17	1970	USA	0
Zigomanis	Mike	N	2003	2009	C	F	NA	73	200	January	17	1981	Canada	0
Bourgeault	Leo	N	1927	1935	D	D	NA	66	165	January	17	1903	Canada	0
Regehr	Richie	N	2006	2007	D	D	NA	73	190	January	17	1983	Indonesia	0
Ward	Aaron	N	1994	2009	D	D	NA	74	209	January	17	1973	Canada	0
Plante	Jacques	Y	1953	1973	G	G	NA	73	175	January	17	1929	Canada	0
Bernhardt	Tim	N	1983	1987	G	G	NA	69	160	January	17	1958	Canada	0
Brayshaw	Russ	N	1945	1945	LW	F	NA	70	170	January	17	1918	Canada	0
Turgeon	Sylvain	N	1984	1995	LW	F	NA	73	200	January	17	1965	Canada	0
Kelly	Regis	N	1935	1942	RW	F	NA	67	152	January	17	1914	Canada	0
Hunt	Fred	N	1941	1945	RW	F	NA	68	160	January	17	1918	Canada	0
Heerema	Jeff	N	2003	2004	RW	F	NA	74	212	January	17	1980	Canada	0
Weller	Craig	N	2008	2009	RW	F	NA	76	220	January	17	1981	Canada	0
Apps	Syl	Y	1937	1948	C	F	NA	73	185	January	18	1915	Canada	0
Holden	Josh	N	1999	2004	C	F	NA	73	190	January	18	1978	Canada	0
Messier	Mark	Y	1980	2004	C	F	NA	73	210	January	18	1961	Canada	0
Spring	Jesse	N	1924	1930	D	D	NA	73	185	January	18	1901	USA	0
Kennedy	Dean	N	1983	1995	D	D	NA	74	208	January	18	1963	Canada	0
Bicanek	Radim	N	1995	2002	D	D	NA	73	209	January	18	1975	Czech Republic	0
Pietrangelo	Alex	N	2009	2009	D	D	NA	75	206	January	18	1990	Canada	0
Sifers	Jaime	N	2009	2009	D	D	NA	71	210	January	18	1983	USA	0
Rivard	Fern	N	1969	1975	G	G	NA	69	160	January	18	1946	Canada	0
Ram	Jamie	N	1996	1996	G	G	NA	71	175	January	18	1971	Canada	0
LaBarbera	Jason	N	2001	2009	G	G	NA	75	235	January	18	1980	Canada	0
Hamilton	Chuck	N	1962	1973	LW	F	NA	71	175	January	18	1939	Canada	0
Laframboise	Pete	N	1972	1975	LW	F	C	74	185	January	18	1950	Canada	0
Gillis	Jere	N	1978	1987	LW	F	NA	73	194	January	18	1957	USA	0
Fedotenko	Ruslan	N	2001	2009	LW	F	NA	74	195	January	18	1979	Ukraine	0
Labovitch	Max	N	1944	1944	RW	F	NA	71	165	January	18	1924	Canada	0
Belanger	Alain	N	1978	1978	RW	F	NA	73	190	January	18	1956	Canada	0
Hamilton	Jim	N	1978	1985	RW	F	NA	73	180	January	18	1957	Canada	0
Blaisdell	Mike	N	1981	1989	RW	F	NA	73	196	January	18	1960	Canada	0
McBain	Andrew	N	1984	1994	RW	F	NA	73	205	January	18	1965	Canada	0
Thomas	Scott	N	1993	2001	RW	F	NA	74	200	January	18	1970	USA	0
Gionta	Brian	N	2002	2009	RW	F	NA	67	175	January	18	1979	USA	0
Somers	Art	N	1930	1935	C	F	NA	65	167	January	19	1902	Canada	0
Hannigan	Gord	N	1953	1956	C	F	NA	68	155	January	19	1929	Canada	0
Carroll	Billy	N	1981	1987	C	F	NA	70	190	January	19	1959	Canada	0
Daniels	Kimbi	N	1991	1992	C	F	NA	70	175	January	19	1972	Canada	0
Munro	Dunc	N	1925	1932	D	D	NA	68	190	January	19	1901	England	0
Gallagher	John	N	1931	1939	D	D	NA	71	188	January	19	1909	Canada	0
Kane	Francis	N	1944	1944	D	D	NA	71	186	January	19	1923	Canada	0
McLean	Don	N	1976	1976	D	D	NA	73	200	January	19	1954	Canada	0
Goodenough	Larry	N	1975	1980	D	D	NA	73	195	January	19	1953	Canada	0
Kea	Ed	N	1974	1983	D	D	NA	75	200	January	19	1948	Holland	0
Cote	Sylvain	N	1985	2003	D	D	NA	71	201	January	19	1966	Canada	0
Lupaschuk	Ross	N	2003	2003	D	D	NA	73	218	January	19	1981	Canada	0
Boychuk	Johnny	N	2008	2009	D	D	NA	74	225	January	19	1984	Canada	0
Komisarek	Mike	N	2003	2009	D	D	NA	76	240	January	19	1982	USA	0
Defelice	Norm	N	1957	1957	G	G	NA	70	150	January	19	1933	Canada	0
Bromley	Gary	N	1974	1981	G	G	NA	70	160	January	19	1950	Canada	0
Jackson	Harvey	Y	1930	1944	LW	F	NA	71	195	January	19	1911	Canada	0
Parssinen	Timo	N	2002	2002	LW	F	NA	70	185	January	19	1977	Finland	0
McMorrow	Sean	N	2003	2003	LW	F	NA	76	235	January	19	1982	Canada	0
Vanek	Thomas	N	2006	2009	LW	F	NA	74	208	January	19	1984	Austria	0
Porvari	Jukka	N	1982	1983	RW	F	NA	71	175	January	19	1954	Finland	0
Laperriere	Ian	N	1994	2009	RW	F	NA	73	200	January	19	1974	Canada	0
Landry	Eric	N	1998	2002	C	F	NA	70	184	January	20	1975	Canada	0
Jerwa	Joe	N	1931	1939	D	D	NA	74	185	January	20	1907	Poland	0
Fontinato	Lou	N	1955	1963	D	D	NA	73	195	January	20	1932	Canada	0
Tselios	Nikos	N	2002	2002	D	D	NA	77	226	January	20	1979	USA	0
Kondratiev	Maxim	N	2004	2008	D	D	NA	73	194	January	20	1983	Russia	0
Tarnstrom	Dick	N	2002	2008	D	D	NA	73	205	January	20	1975	Sweden	0
Lewis	Grant	N	2009	2009	D	D	NA	75	200	January	20	1985	USA	0
Melichar	Josef	N	2001	2009	D	D	NA	74	220	January	20	1979	Czech Republic	0
Frampton	Bob	N	1950	1950	LW	F	NA	70	175	January	20	1929	Canada	0
Hammarstrom	Inge	N	1974	1979	LW	F	NA	73	180	January	20	1948	Sweden	0
Makkonen	Kari	N	1980	1980	LW	F	NA	73	191	January	20	1955	Finland	0
Lefley	Chuck	N	1971	1981	LW	F	NA	74	185	January	20	1950	Canada	0
Douglas	Jordy	N	1980	1985	LW	F	NA	73	200	January	20	1958	Canada	0
Healey	Eric	N	2006	2006	LW	F	NA	71	201	January	20	1975	USA	0
Gauthier	Gabe	N	2007	2008	LW	F	NA	69	205	January	20	1984	USA	0
Hislop	Jamie	N	1980	1984	RW	F	NA	70	180	January	20	1954	Canada	0
Gaudreau	Rob	N	1993	1996	RW	F	NA	71	185	January	20	1970	USA	0
Matte	Christian	N	1997	2001	RW	F	NA	73	190	January	20	1975	Canada	0
Quilty	John	N	1941	1948	C	F	NA	70	175	January	21	1921	Canada	0
Bradley	Brian	N	1986	1998	C	F	NA	70	180	January	21	1965	Canada	0
Sivek	Michal	N	2003	2003	C	F	NA	75	213	January	21	1981	Czech Republic	0
Helm	Darren	N	2008	2009	C	F	LW	71	172	January	21	1987	Canada	0
Weight	Doug	N	1992	2009	C	F	NA	71	196	January	21	1971	USA	0
Mantha	Moe	N	1981	1992	D	D	NA	74	210	January	21	1961	USA	0
Yakushin	Dmitri	N	2000	2000	D	D	NA	73	200	January	21	1978	Ukraine	0
Henry	Burke	N	2003	2004	D	D	NA	75	206	January	21	1979	Canada	0
Zyuzin	Andrei	N	1998	2008	D	D	NA	73	208	January	21	1978	Russia	0
Suter	Ryan	N	2006	2009	D	D	NA	73	196	January	21	1985	USA	0
Vezina	Georges	Y	1918	1926	G	G	NA	66	185	January	21	1887	Canada	0
Quick	Jonathan	N	2008	2009	G	G	NA	73	206	January	21	1986	USA	0
Stephan	Tobias	N	2008	2009	G	G	NA	74	180	January	21	1984	Switzerland	0
Keating	Mike	N	1978	1978	LW	F	NA	73	185	January	21	1957	Canada	0
Coxe	Craig	N	1985	1992	LW	F	NA	76	210	January	21	1964	USA	0
Heatley	Dany	N	2002	2009	LW	F	NA	75	220	January	21	1981	Germany	0
Anderson	Ron	N	1975	1975	RW	F	NA	70	165	January	21	1950	Canada	0
LeBlanc	John	N	1987	1995	RW	F	NA	73	190	January	21	1964	Canada	0
Martin	Craig	N	1995	1997	RW	F	NA	74	215	January	21	1971	Canada	0
Lach	Elmer	Y	1941	1954	C	F	NA	70	165	January	22	1918	Canada	0
Mazur	Jay	N	1989	1992	C	F	RW	74	205	January	22	1965	Canada	0
Surma	Damian	N	2003	2004	C	F	NA	70	200	January	22	1981	USA	0
Mitchell	John	N	2009	2009	C	F	NA	73	182	January	22	1985	Canada	0
Moller	Oscar	N	2009	2009	C	F	NA	71	180	January	22	1989	Sweden	0
Tremblay	J.C.	N	1960	1972	D	D	NA	71	170	January	22	1939	Canada	0
Murray	Ken	N	1970	1976	D	D	NA	73	180	January	22	1948	Canada	0
Savard	Serge	Y	1967	1983	D	D	NA	75	210	January	22	1946	Canada	0
Shaunessy	Scott	N	1987	1989	D	D	LW	76	220	January	22	1964	USA	0
Helenius	Sami	N	1997	2003	D	D	NA	78	230	January	22	1974	Finland	0
Grossman	Nicklas	N	2007	2009	D	D	NA	75	206	January	22	1985	Sweden	0
Durnan	Bill	Y	1944	1950	G	G	NA	73	190	January	22	1916	Canada	0
Lajeunesse	Simon	N	2002	2002	G	G	NA	73	178	January	22	1981	Canada	0
Esche	Robert	N	1999	2007	G	G	NA	73	210	January	22	1978	USA	0
Smith	Derrick	N	1985	1994	LW	F	NA	74	215	January	22	1965	Canada	0
Gilbert	Greg	N	1982	1996	LW	F	NA	73	191	January	22	1962	Canada	0
Eager	Ben	N	2006	2009	LW	F	NA	75	225	January	22	1984	Canada	0
Brennan	Tom	N	1944	1945	RW	F	NA	69	155	January	22	1922	USA	0
Sarrazin	Dick	N	1969	1972	RW	F	NA	73	185	January	22	1946	Canada	0
Younghans	Tom	N	1977	1982	RW	F	NA	71	175	January	22	1953	USA	0
Bossy	Mike	Y	1978	1987	RW	F	NA	73	186	January	22	1957	Canada	0
Vyborny	David	N	2001	2008	RW	F	NA	70	181	January	22	1975	Czech Republic	0
Donovan	Shean	N	1995	2009	RW	F	NA	74	215	January	22	1975	Canada	0
Markham	Ray	N	1980	1980	C	F	NA	75	220	January	23	1958	Canada	0
Peters	Steve	N	1980	1980	C	F	NA	71	186	January	23	1960	Canada	0
Christoff	Steve	N	1980	1984	C	F	NA	73	180	January	23	1958	USA	0
Sauve	Jean-Francois	N	1981	1987	C	F	NA	66	175	January	23	1960	Canada	0
Blomqvist	Timo	N	1982	1987	D	D	NA	73	200	January	23	1961	Finland	0
Boyd	Randy	N	1982	1989	D	D	NA	71	190	January	23	1962	Canada	0
Pryor	Chris	N	1985	1990	D	D	NA	71	210	January	23	1961	USA	0
Groleau	Francois	N	1996	1998	D	D	NA	73	197	January	23	1973	Canada	0
Smehlik	Richard	N	1993	2003	D	D	NA	76	222	January	23	1970	Czech Republic	0
Rumble	Darren	N	1991	2004	D	D	NA	73	200	January	23	1969	Canada	0
Bouchard	Joel	N	1995	2006	D	D	NA	73	209	January	23	1974	Canada	0
Hannan	Scott	N	1999	2009	D	D	NA	73	225	January	23	1979	Canada	0
Pouzar	Jaroslav	N	1983	1987	LW	F	NA	71	200	January	23	1952	Czech Republic	0
Kolesar	Mark	N	1996	1997	LW	F	NA	73	188	January	23	1973	Canada	0
Sonnenberg	Martin	N	1999	2004	LW	F	NA	73	197	January	23	1978	Canada	0
Holmstrom	Tomas	N	1997	2009	LW	F	NA	73	203	January	23	1973	Sweden	0
Shanahan	Brendan	N	1988	2009	LW	F	NA	75	220	January	23	1969	Canada	0
Novoseltsev	Ivan	N	2000	2004	RW	F	NA	73	210	January	23	1979	Russia	0
Chalmers	William	N	1954	1954	C	F	NA	73	180	January	24	1934	Canada	0
Knibbs	Bill	N	1965	1965	C	F	NA	73	180	January	24	1942	Canada	0
Charron	Guy	N	1970	1981	C	F	NA	70	170	January	24	1949	Canada	0
Ferraro	Chris	N	1996	2002	C	F	NA	69	175	January	24	1973	USA	0
Wentworth	 Marvin 	N	1928	1940	D	D	NA	70	170	January	24	1905	Canada	0
Mortson	Gus	N	1947	1959	D	D	NA	71	190	January	24	1925	Canada	0
Schmidt	Norm	N	1984	1988	D	D	NA	71	190	January	24	1963	Canada	0
Mathieson	Jim	N	1990	1990	D	D	NA	73	209	January	24	1970	Canada	0
Hillen	Jack	N	2008	2009	D	D	NA	70	190	January	24	1986	USA	0
Taylor	Bobby	N	1972	1976	G	G	NA	73	180	January	24	1945	Canada	0
Cote	Patrick	N	1996	2001	LW	F	NA	75	220	January	24	1975	Canada	0
Ferraro	Peter	N	1996	2002	LW	F	NA	70	180	January	24	1973	USA	0
Geoffrion	Danny	N	1980	1982	RW	F	NA	70	185	January	24	1958	Canada	0
Reeds	Mark	N	1982	1989	RW	F	NA	70	190	January	24	1960	Canada	0
Farkas	Jeff	N	2001	2003	RW	F	NA	73	185	January	24	1978	USA	0
Kostopoulos	Tom	N	2002	2009	RW	F	NA	73	200	January	24	1979	Canada	0
Denneny	 Corbett 	N	1918	1928	C	F	NA	68	160	January	25	1894	Canada	0
Nistico	Lou	N	1978	1978	C	F	NA	67	170	January	25	1953	Canada	0
Adduono	Rick	N	1976	1980	C	F	NA	71	182	January	25	1955	Canada	0
O'Dwyer	Bill	N	1984	1990	C	F	NA	73	190	January	25	1960	USA	0
Sweeney	Bob	N	1987	1996	C	F	RW	75	200	January	25	1964	USA	0
Flaman	Fern	Y	1945	1961	D	D	NA	70	190	January	25	1927	Canada	0
Erickson	Aut	N	1960	1970	D	D	NA	73	188	January	25	1938	Canada	0
Cummins	Barry	N	1974	1974	D	D	NA	69	175	January	25	1949	Canada	0
Gloeckner	Lorry	N	1979	1979	D	D	NA	74	210	January	25	1956	Canada	0
Chelios	Chris	N	1984	2009	D	D	NA	73	191	January	25	1962	USA	0
Brunetta	Mario	N	1988	1990	G	G	NA	75	180	January	25	1967	Canada	0
Jaks	Pauli	N	1995	1995	G	G	NA	73	194	January	25	1972	Switzerland	0
Roberge	Mario	N	1991	1995	LW	F	NA	71	193	January	25	1964	Canada	0
Tikkanen	Esa	N	1986	1999	LW	F	NA	73	190	January	25	1965	Finland	0
Torgaev	Pavel	N	1996	2000	LW	F	NA	73	187	January	25	1966	Russia	0
Maltais	Steve	N	1990	2001	LW	F	NA	74	205	January	25	1969	Canada	0
Ranheim	Paul	N	1989	2003	LW	F	NA	73	210	January	25	1966	USA	0
Dwyer	Gordie	N	2000	2004	LW	F	NA	75	215	January	25	1978	Canada	0
Bowness	Rick	N	1976	1981	RW	F	NA	73	185	January	25	1955	Canada	0
Greig	Mark	N	1991	2003	RW	F	NA	71	190	January	25	1970	Canada	0
McKay	Randy	N	1989	2003	RW	F	NA	74	210	January	25	1967	Canada	0
Samuelsson	Martin	N	2003	2004	RW	F	NA	74	210	January	25	1982	Sweden	0
Bodie	Troy	N	2009	2009	RW	F	NA	76	219	January	25	1985	Canada	0
Nighbor	Frank	Y	1918	1930	C	F	NA	69	160	January	26	1893	Canada	0
Skov	Glen	N	1950	1961	C	F	LW	74	180	January	26	1931	Canada	0
Hlinka	Ivan	N	1982	1983	C	F	NA	74	220	January	26	1950	Czech Republic	0
McCourt	Dale	N	1978	1984	C	F	NA	70	180	January	26	1957	Canada	0
Taylor	Mark	N	1982	1986	C	F	NA	73	190	January	26	1958	Canada	0
McKay	Scott	N	1994	1994	C	F	NA	71	200	January	26	1972	Canada	0
Gretzky	Wayne	Y	1980	1999	C	F	NA	73	185	January	26	1961	Canada	0
Druken	Harold	N	2000	2004	C	F	NA	73	200	January	26	1979	Canada	0
Williams	Jeremy	N	2006	2009	C	F	NA	71	190	January	26	1984	Canada	0
Lauder	Martin	N	1928	1928	D	D	C	66	165	January	26	1907	Canada	0
Barrett	Fred	N	1971	1984	D	D	NA	71	195	January	26	1950	Canada	0
Malkoc	Dean	N	1996	1999	D	D	NA	75	215	January	26	1970	Canada	0
Oreskovic	Phil	N	2009	2009	D	D	NA	75	217	January	26	1987	Canada	0
Berthiaume	Daniel	N	1987	1994	G	G	NA	69	155	January	26	1966	Canada	0
Fountain	Mike	N	1997	2001	G	G	NA	73	180	January	26	1972	Canada	0
Arbour	Amos	N	1919	1924	LW	F	NA	68	160	January	26	1895	Canada	0
Lynn	Vic	N	1943	1954	LW	F	D	70	175	January	26	1925	Canada	0
Newman	Dan	N	1977	1980	LW	F	NA	73	195	January	26	1952	Canada	0
Dallman	Rod	N	1988	1992	LW	F	NA	71	185	January	26	1967	Canada	0
Gainey	Steve	N	2001	2006	LW	F	NA	73	192	January	26	1979	Canada	0
Skinner	Alf	N	1918	1926	RW	F	NA	70	180	January	26	1896	Canada	0
McNeill	Billy	N	1957	1964	RW	F	NA	70	175	January	26	1936	Canada	0
Messier	Paul	N	1979	1979	C	F	NA	73	185	January	27	1958	England	0
Rohlicek	Jeff	N	1988	1989	C	F	NA	73	180	January	27	1966	USA	0
King	D.J.	N	2007	2009	C	F	NA	75	228	January	27	1984	Canada	0
Mellor	Tom	N	1974	1975	D	D	NA	73	185	January	27	1950	USA	0
Harper	Terry	N	1963	1981	D	D	NA	73	200	January	27	1940	Canada	0
Bubla	Jiri	N	1982	1986	D	D	NA	71	200	January	27	1950	Czech Republic	0
Engblom	Brian	N	1978	1987	D	D	NA	74	200	January	27	1955	Canada	0
Hirsch	Tom	N	1984	1988	D	D	NA	76	210	January	27	1963	USA	0
Godynyuk	Alexander	N	1991	1997	D	D	NA	73	207	January	27	1970	Ukraine	0
Manson	Dave	N	1987	2002	D	D	NA	74	200	January	27	1967	Canada	0
Warrener	Rhett	N	1996	2008	D	D	NA	73	203	January	27	1976	Canada	0
Brisebois	Patrice	N	1991	2009	D	D	NA	74	196	January	27	1971	Canada	0
Colaiacovo	Carlo	N	2003	2009	D	D	NA	73	200	January	27	1983	Canada	0
Duffus	Parris	N	1997	1997	G	G	NA	74	192	January	27	1970	USA	0
Kinsella	Ray	N	1931	1931	LW	F	NA	70	162	January	27	1911	Canada	0
Ruff	Jason	N	1993	1994	LW	F	NA	74	192	January	27	1970	Canada	0
Kallio	Tomi	N	2001	2003	LW	F	NA	73	190	January	27	1977	Finland	0
Reddox	Liam	N	2008	2009	LW	F	NA	70	180	January	27	1986	Canada	0
Marini	Hector	N	1979	1984	RW	F	NA	73	204	January	27	1957	Canada	0
Lawrence	Mark	N	1995	2001	RW	F	NA	76	215	January	27	1972	Canada	0
Nechayev	Viktor	N	1983	1983	C	F	NA	73	183	January	28	1955	Russia	0
Desjardins	Martin	N	1990	1990	C	F	NA	73	180	January	28	1967	Canada	0
Williams	Sean	N	1992	1992	C	F	NA	73	182	January	28	1968	Canada	0
Pivonka	Michal	N	1987	1999	C	F	NA	74	200	January	28	1966	Czech Republic	0
Fraser	Colin	N	2007	2009	C	F	NA	73	190	January	28	1985	Canada	0
Hutton	Bill	N	1930	1931	D	D	RW	71	165	January	28	1910	Canada	0
Burke	Marty	N	1928	1938	D	D	NA	68	160	January	28	1905	Canada	0
Brown	Arnie	N	1962	1974	D	D	NA	73	185	January	28	1942	Canada	0
Shmyr	Paul	N	1969	1982	D	D	NA	71	170	January	28	1946	Canada	0
Campbell	Colin	N	1975	1985	D	D	NA	69	190	January	28	1953	Canada	0
Rochefort	Normand	N	1981	1994	D	D	NA	73	214	January	28	1961	Canada	0
Stafford	Garrett	N	2008	2009	D	D	NA	73	200	January	28	1980	USA	0
Perreault	Bob	N	1956	1963	G	G	NA	68	170	January	28	1931	Canada	0
Gray	Gerry	N	1971	1973	G	G	NA	73	165	January	28	1948	Canada	0
Smirnov	Alexei	N	2003	2004	LW	F	NA	75	211	January	28	1982	Russia	0
Carcillo	Daniel	N	2007	2009	LW	F	NA	71	203	January	28	1985	Canada	0
Egers	Jack	N	1970	1976	RW	F	NA	73	175	January	28	1949	Canada	0
Henderson	Paul	N	1963	1980	RW	F	NA	71	180	January	28	1943	Canada	0
Speers	Ted	N	1986	1986	RW	F	NA	71	200	January	28	1961	USA	0
Napier	Mark	N	1979	1989	RW	F	NA	70	182	January	28	1957	Canada	0
Smyl	Stan	N	1979	1991	RW	F	NA	68	185	January	28	1958	Canada	0
Rittinger	Alan	N	1944	1944	W	F	NA	69	155	January	28	1925	Canada	0
Holmes	Louis	N	1932	1933	C	F	LW	70	150	January	29	1911	England	0
Hergerts	Fred	N	1935	1936	C	F	NA	73	190	January	29	1913	Canada	0
Primeau	Joe	Y	1928	1936	C	F	NA	71	153	January	29	1906	Canada	0
Pleau	Larry	N	1970	1972	C	F	NA	73	190	January	29	1947	USA	0
Contini	Joe	N	1978	1981	C	F	NA	70	178	January	29	1957	Canada	0
Risebrough	Doug	N	1975	1987	C	F	NA	71	180	January	29	1954	Canada	0
Tvrdon	Roman	N	2004	2004	C	F	NA	73	189	January	29	1981	Czech Republic	0
Bourque	Chris	N	2008	2009	C	F	NA	69	173	January	29	1986	USA	0
Wandell	Tom	N	2009	2009	C	F	NA	73	183	January	29	1987	Sweden	0
Quinn	Pat	N	1969	1977	D	D	NA	75	205	January	29	1943	Canada	0
Curtale	Tony	N	1981	1981	D	D	NA	73	185	January	29	1962	USA	0
Cochrane	Glen	N	1979	1989	D	D	NA	74	205	January	29	1958	Canada	0
Doig	Jason	N	1996	2004	D	D	NA	75	230	January	29	1977	Canada	0
Gleason	Tim	N	2004	2009	D	D	NA	73	217	January	29	1983	USA	0
Mihalik	Vladmir	N	2009	2009	D	D	NA	79	222	January	29	1987	Czech Republic	0
Stephenson	Wayne	N	1972	1981	G	G	NA	69	175	January	29	1945	Canada	0
Passmore	Steve	N	1999	2004	G	G	NA	69	165	January	29	1973	Canada	0
Burke	Sean	N	1988	2007	G	G	NA	76	211	January	29	1967	Canada	0
Greiss	Thomas	N	2008	2008	G	G	NA	73	200	January	29	1986	Germany	0
Hasek	Dominik	N	1991	2008	G	G	NA	73	166	January	29	1965	Czech Republic	0
Boughner	Barry	N	1970	1971	LW	F	NA	70	180	January	29	1948	Canada	0
Bordeleau	Paulin	N	1974	1976	RW	F	NA	69	162	January	29	1953	Canada	0
Murdoch	Bob	N	1976	1979	RW	F	NA	71	191	January	29	1954	Canada	0
Harris	Billy	N	1973	1984	RW	F	NA	74	195	January	29	1952	Canada	0
Foligno	Mike	N	1980	1994	RW	F	NA	74	195	January	29	1959	Canada	0
Potvin	Marc	N	1991	1996	RW	F	NA	73	200	January	29	1967	Canada	0
Dome	Robert	N	1998	2003	RW	F	NA	73	210	January	29	1979	Slovakia	0
Parker	Scott	N	1999	2008	RW	F	NA	77	240	January	29	1978	USA	0
Tolpeko	Denis	N	2008	2008	RW	F	NA	73	190	January	29	1985	Russia	0
Wanvig	Kyle	N	2003	2008	RW	F	NA	74	210	January	29	1981	Canada	0
Kastelic	Ed	N	1986	1992	W	F	NA	76	215	January	29	1964	Canada	0
Sweeney	Bill	N	1960	1960	C	F	NA	70	165	January	30	1937	Canada	0
Ogilvie	Brian	N	1973	1979	C	F	NA	71	186	January	30	1952	Canada	0
Ingarfield	Earl	N	1980	1981	C	F	NA	71	180	January	30	1959	USA	0
Nachbaur	Don	N	1981	1990	C	F	NA	74	200	January	30	1959	Canada	0
Levins	Scott	N	1993	1998	C	F	RW	76	210	January	30	1970	USA	0
Mitchell	Torrey	N	2008	2008	C	F	NA	71	190	January	30	1985	Canada	0
Graham	Ted	N	1928	1937	D	D	NA	68	170	January	30	1906	Canada	0
Baumgartner	Mike	N	1975	1975	D	D	NA	74	195	January	30	1949	USA	0
Carriere	Larry	N	1973	1980	D	D	NA	73	190	January	30	1952	Canada	0
Rivers	Shawn	N	1993	1993	D	D	NA	70	185	January	30	1971	Canada	0
Martini	Darcy	N	1994	1994	D	D	NA	76	220	January	30	1969	Canada	0
Khavanov	Alexander	N	2001	2006	D	D	NA	74	205	January	30	1972	Russia	0
Sbisa	Luca	N	2009	2009	D	D	NA	74	190	January	30	1990	Italy	0
LoPresti	Sam	N	1941	1942	G	G	NA	71	200	January	30	1917	USA	0
Dubielewicz	Wade	N	2004	2009	G	G	NA	70	185	January	30	1979	Canada	0
Riopelle	 Howard 	N	1948	1950	LW	F	NA	71	165	January	30	1922	Canada	0
St.Amour	Martin	N	1993	1993	LW	F	NA	75	194	January	30	1970	Canada	0
Barnes	Ryan	N	2004	2004	LW	F	NA	73	201	January	30	1980	Canada	0
Gillies	Trevor	N	2006	2006	LW	F	NA	75	215	January	30	1979	Canada	0
Simon	Chris	N	1993	2008	LW	F	NA	75	233	January	30	1972	Canada	0
Dundas	Rocky	N	1990	1990	RW	F	NA	73	195	January	30	1967	Canada	0
Heinze	Steve	N	1992	2003	RW	F	NA	71	202	January	30	1970	USA	0
Klatt	Trent	N	1992	2004	RW	F	NA	73	210	January	30	1971	USA	0
Hinote	Dan	N	2000	2009	RW	F	NA	73	187	January	30	1977	USA	0
McLean	Jack	N	1943	1945	C	F	RW	68	165	January	31	1923	Canada	0
Henry	Camille	N	1954	1970	C	F	NA	69	152	January	31	1933	Canada	0
Egeland	Allan	N	1996	1998	C	F	NA	73	175	January	31	1973	Canada	0
Grabovski	Mikhail	N	2007	2009	C	F	NA	71	179	January	31	1984	Germany	0
Sprukts	Janis	N	2007	2009	C	F	NA	75	235	January	31	1982	Russia	0
Singbush	Alex	N	1941	1941	D	D	NA	71	180	January	31	1914	Canada	0
Tomson	Jack	N	1940	1941	D	D	NA	73	175	January	31	1918	England	0
Turner	Bob	N	1956	1963	D	D	NA	73	170	January	31	1934	Canada	0
Ramsey	Wayne	N	1978	1978	D	D	NA	73	185	January	31	1957	Canada	0
